topic,id,username,name,user_followers_count,user_friends_count,text,created_at,favorite_count,retweet_count,hashtags,mentioned_urls,mentioned_user_ids,mentioned_user_names
scamdemic,1385350652499480580,thomas_markw,MarkwThomas,185,2710,@sima_kotecha @BBCNewsnight @BBCTwo 2000 deaths a day with a population of 1.3 billion. Keep testing and you will find. #scamdemic,2021-04-22 21:51:48,0,0,scamdemic,,"110576660,20543416,1586183960","sima_kotecha,BBCNewsnight,BBCTwo"
scamdemic,1385350601295372292,Spike78495410,Spike,406,774,@getradified @waliedesq 💯🎯 Especially  HIS business! He’s making a killing pushing this scamdemic!,2021-04-22 21:51:36,0,0,,,"15240855,243978138","getradified,waliedesq"
scamdemic,1385350492910411777,deborah8576,Deborah James,60,12,RT @Key74Miss: @BorisJohnson Convenient catalyst that scamdemic ...,2021-04-22 21:51:10,0,1,,,"1384567893921304578,3131144855","Key74Miss,BorisJohnson"
scamdemic,1385350349200904193,gnoBREAKTHROUGH,"gino critilli, Founder & CEO 🇮🇱🇮🇹🇺🇸",2059,541,RT @gnoBREAKTHROUGH: @staceykate1973 @3Myriam1 @angelovalidiya @RobertKennedyJr @DonaldJTrumpJr @IvankaTrump @EricTrump @Thomas_Binder @drm…,2021-04-22 21:50:36,0,5,,,"66299698,2786360472,858364968240115712,548632136,337808606,39344374,52544275,39349894,144580542","gnoBREAKTHROUGH,staceykate1973,3Myriam1,angelovalidiya,RobertKennedyJr,DonaldJTrumpJr,IvankaTrump,EricTrump,Thomas_Binder"
scamdemic,1385350271929290755,1_skeptic,QuestionEverything❔❓⁉️,9,27,"@BethRigby 60% of 45-49 year olds in the UK are part of a live experiment for a new medical device😎. Normally volunteers are paid(!) This 60% better keep there masks on, anti social distance and DO NOT HUG GRANDMA(!) 🤣 Lab🐀 #scamdemic #labrats #covidcowards",2021-04-22 21:50:18,0,0,"scamdemic,labrats,covidcowards",,19902709,BethRigby
scamdemic,1385349697129304065,Karen1732,Rosina B 🇬🇧,657,687,"RT @viesvies1: No, it's a SCAMDEMIC. 

TORIES will pay heavily at the next GE. #ToriesAreToast 
#BorisUnfit4PM #BorisJohnsonOut",2021-04-22 21:48:01,0,1,"ToriesAreToast,BorisUnfit4PM,BorisJohnsonOut",,577352005,viesvies1
scamdemic,1385349613549412352,DanielScoland,DanielScoland,1766,722,"No comment needed 😉
#truth  #NoVaccinePassport #nwo #scamdemic #plandemic #NoVaccinePassports #hoax #psyop #maskOFF #freedom #NWO #Agenda21 #mindcontrol #MSM #tyrany #medicalgenocide #vaccine https://t.co/HkojWlpWS5",2021-04-22 21:47:41,1,0,"truth,NoVaccinePassport,nwo,scamdemic,plandemic,NoVaccinePassports,hoax,psyop,maskOFF,freedom,NWO,Agenda21,mindcontrol,MSM,tyrany,medicalgenocide,vaccine",,,
scamdemic,1385349506347290628,BunderJerry,jerry bunder,268,101,"RT @HappyGreg4: Just a friendly reminded that COVID has the same mortality profile as the flu.

Did we destroy society over the flu? Not th…",2021-04-22 21:47:15,0,2,,,1363901009882398723,HappyGreg4
scamdemic,1385349271600381952,IdiotWelsh,Welsh Idiot,36,53,"@carolin26670466 @BorisJohnson Did you notice how early they all sung from the exact same hymn sheet!!
Also the 2 weeks to flatten the curve was also used around the world!!

Funny how in the middle of a deadly Scamdemic they all found enough time to come up with this BBB bullshit!! 🤢🤢😡😡😡😡😡",2021-04-22 21:46:19,1,0,,,"946388453469622272,3131144855","carolin26670466,BorisJohnson"
scamdemic,1385348360014495746,melinda_proza,Melinda Proza,182,146,"@burn_loot And that one ply toilet paper I was forced to buy at the start of the scamdemic,",2021-04-22 21:42:42,1,0,,,1294731092163952640,burn_loot
scamdemic,1385348322639110148,DougieLMM,Jack Carter,189,271,"@BorisJohnson You destroyed it in the first place with your scamdemic.
No doubt Princess Carrie will be happy? https://t.co/l1Rr7CkZVL",2021-04-22 21:42:33,0,0,,,3131144855,BorisJohnson
scamdemic,1385347543685640202,viesvies1,T Dee❌,9221,8749,"No, it's a SCAMDEMIC. 

TORIES will pay heavily at the next GE. #ToriesAreToast 
#BorisUnfit4PM #BorisJohnsonOut https://t.co/AOGROIwQkj",2021-04-22 21:39:27,5,1,"ToriesAreToast,BorisUnfit4PM,BorisJohnsonOut",https://t.co/AOGROIwQkj,,
scamdemic,1385346995242602501,nickjon40086014,Nick Jones,46,621,@SkyNews Stop printing this BS. - it’s over #scamdemic,2021-04-22 21:37:16,0,0,scamdemic,,7587032,SkyNews
scamdemic,1385346023988604937,vinylconsumer,Surreal Vegan Fusionist ~ 🌿🕉💚🏵🦋👾👽,693,4771,"RT @the_salty_vegan: There are uneducated, angry, mind-controlled vegans who believe in the scamdemic, hate on their bodies by feeding them…",2021-04-22 21:33:25,0,2,,,1351023062678966277,the_salty_vegan
scamdemic,1385346006800375814,moral_right,moral right 🇺🇸,88,143,@randyhillier @Douglas_Sisson @fordnation And Randy knows the scamdemic is a hoax all part of government control.,2021-04-22 21:33:21,7,0,,,"23540244,1614477384,2809959174","randyhillier,Douglas_Sisson,fordnation"
scamdemic,1385345856325423105,suzy661,Suzy66,1529,3342,"@CianHogan2 @fahey_tom Plandemic, scamdemic, casedemic #hoax #GreatReset",2021-04-22 21:32:45,0,0,"hoax,GreatReset",,"418526024,354170353","CianHogan2,fahey_tom"
scamdemic,1385345515508801536,Scimitar_SS,ScImItar ⚔️,1281,962,RT @Scimitar_SS: Well known Indian singer/director/actor #SonuNigam narrates in the dead of the night how he just lost his brother in law w…,2021-04-22 21:31:24,0,6,SonuNigam,,157438443,Scimitar_SS
scamdemic,1385345427042541575,Scimitar_SS,ScImItar ⚔️,1281,962,"RT @Scimitar_SS: As expected, the more they vaccinate the more the #scamdemic spreads

Vakcins, masks, treatments &amp; testing are the virus…",2021-04-22 21:31:02,0,3,scamdemic,,157438443,Scimitar_SS
scamdemic,1385345191301767171,0911_robbie,Robert Krell,1307,1402,"RT @Coloradocrest: Right Leo.  We now know that:
Covid is the flu.
The SCAMdemic is a hoax.
The VaxX is poison. https://t.co/H5nTtuSczt",2021-04-22 21:30:06,0,4,,,1062735602892922880,Coloradocrest
scamdemic,1385344762190995459,DavidEngals,David Engals,257,151,@flydnb @PoliticsForAlI @MathewMKC @Telegraph Look up the word: scamdemic.,2021-04-22 21:28:24,3,0,,,"41004386,1166419406685188101,782333861430779904,16343974","flydnb,PoliticsForAlI,MathewMKC,Telegraph"
scamdemic,1385344700966522881,pdf00587301,pdf,1041,4142,"RT @OpinionsMiOwn: We have personally witnessed MPP's in Ontario
abandon their own faith
church
friends and loved ones

to sell their soul…",2021-04-22 21:28:09,0,8,,,314935651,OpinionsMiOwn
scamdemic,1385344072995377152,lawrenc33884675,conservative approach,330,547,Now that the people are awake to the scamdemic it’s back to the BS climate change,2021-04-22 21:25:40,0,0,,,,
scamdemic,1385342939522506753,DannyMathews15,🇺🇸 GHOST IN THE MACHINE 🇺🇸,767,849,@go4gin Translation: Unites States taxpayers will pay funeral expenses for illegal aliens who died during the scamdemic.,2021-04-22 21:21:09,1,1,,,21562642,go4gin
scamdemic,1385342499431063553,thebookofshame,Exposingpornfilth,162,615,"@Rus_7ezb in this fakedemic scamdemic plandemic you have 3 and 6 , 33 used a lot you have rule of 6 gathering 6 feet social distance , 6 as in 666 also 3 masonic number 3 points to the triangle the flag of israel has symbol of overlapping triangles that form 6 small triangles",2021-04-22 21:19:24,0,0,,,1374010592911036420,Rus_7ezb
scamdemic,1385341589678088192,IdiotWelsh,Welsh Idiot,36,53,"@JoDoeNL @SimmosLeftPeg @BreesAnna If being Fcuking Bonkers means seeing through all of their fcuking bullshit along with the Trillion Pound/ Dollar Scamdemic then I will gladly put my lead hat back on!!

Be a good Human Zombie Lab Rat &amp; scurry off back under your rock!!",2021-04-22 21:15:48,1,0,,,"1053178249,3675329777,702798054357909504","JoDoeNL,SimmosLeftPeg,BreesAnna"
scamdemic,1385341472174706691,elevenhilbert,Say love E #TiffanyDover Pfizered,942,2093,@PTroubleshooter *SCAMDEMIC (sic),2021-04-22 21:15:20,0,0,,,1368384730459107330,PTroubleshooter
scamdemic,1385339752593772545,elgonino,ggislove,318,461,You mean #scamdemic https://t.co/Od0oKcTCKZ,2021-04-22 21:08:30,0,0,scamdemic,https://t.co/Od0oKcTCKZ,,
scamdemic,1385339392152195080,baloo_11,Baloo,171,384,"RT @StayHungryPT: Yep, it’s the ‘gift’ that keeps on giving.... When politicians are done screwing people with this scamdemic, they’ll soon…",2021-04-22 21:07:04,0,3,,,3687302662,StayHungryPT
scamdemic,1385338293521367040,djc547,David Chandler,496,797,"@VFreedoms Boris knows his actions over the scamdemic are going to bring him and the Tory Party down at the next GE, so he's given up pursuing his manifesto pledges and is getting as close as he can to the Davos set, so like Blair he can get his nose in the trough and on to the rich list.",2021-04-22 21:02:42,0,0,,,879311275519610881,VFreedoms
scamdemic,1385338007985790978,SMILE42DAY,MICHELLE-A-54,85,176,"@ez_dee Its went from a 24hour ban up to yet another 30 day ban for me on fb all within 3 months!
They can go &amp; fuk themselves as ive deleted my account now on fb....
You get wrong for the slightest bloody bit of truth you put on there since this PLANDEMIC SCAMDEMIC malarky shite! 😒",2021-04-22 21:01:34,1,0,,,2941545849,ez_dee
scamdemic,1385337276562120712,OpinionsMiOwn,LiBeRtYoPiNiOns 🇺🇸🇨🇦,11708,3653,"We have personally witnessed MPP's in Ontario
abandon their own faith
church
friends and loved ones

to sell their soul to the NWO Great Reset lock down scamdemic

all in the hopes of promotion and glory.

Their own people denied surgeries and treatments
and they do not even care",2021-04-22 20:58:39,15,8,,,,
scamdemic,1385336591330201608,Joevoiceofreas1,Joevoiceofreason,2,26,"@gregkellyusa @ckthis1out Sweetheart This lockdown was NEVER ABOUT THE VIRUS , now back to the WORLDWIDE PHEDOPHILE RING THAT WAS EXPOSED 2 DAYS BEFORE THIS WORLDWIDE LOCKDOWN under the guise of a Scamdemic. Opps I meant Pandemic",2021-04-22 20:55:56,1,0,,,"44385628,866067224003571713","gregkellyusa,ckthis1out"
scamdemic,1385335996057804803,StayHungryPT,𝕊𝕥𝕒𝕪ℍ𝕦𝕟𝕘𝕣𝕪ℙ𝕋 🇬🇧 🙋🏻‍♂️ #KBF,2713,4999,"Yep, it’s the ‘gift’ that keeps on giving.... When politicians are done screwing people with this scamdemic, they’ll soon shift back to the ‘climate emergency’. The REAL emergency however is how they’re fucking our lives over &amp; stealing our FREEDOMS. Be angry about that! https://t.co/rol6RLPvht",2021-04-22 20:53:34,8,3,,https://t.co/rol6RLPvht,,
scamdemic,1385335572449742849,GigglesUncle,Uncle Giggles,39,172,"RT @elq1946: @ryck_nancy I agree, and if he continues to admit more wrongs in this 'scamdemic' and righting them, he'll have won my vote on…",2021-04-22 20:51:53,0,1,,,"958025006923108354,882723243379093506","elq1946,ryck_nancy"
scamdemic,1385335515210256392,BrandonSpiders,Brandon Spiders,6,33,@CNN Shut up already. ScamDEMic.,2021-04-22 20:51:39,0,0,,,759251,CNN
scamdemic,1385335429147283456,AmericaHostage,America Held Hostage,79,80,"America post-freedom:

Day 93 of fake election winners

Week 57 of two weeks to flatten the curve

#WeStandWithTrump #StopTheSteal #PresidentAsteriskBiden #UnionOfSovietStatesOfAmerica #Covid19 #Scamdemic #MakeOrwellFictionAgain #ResistCommunism",2021-04-22 20:51:19,0,0,"WeStandWithTrump,StopTheSteal,PresidentAsteriskBiden,UnionOfSovietStatesOfAmerica,Covid19,Scamdemic,MakeOrwellFictionAgain,ResistCommunism",,,
scamdemic,1385335145494847488,BobSmit64673620,Adorable Bob Smith,1606,1748,"Thank you. Basically, the message from Scrase is that @GovMLG is a dictator.
#scamdemic https://t.co/4gwsOrl6wf",2021-04-22 20:50:11,2,0,scamdemic,https://t.co/4gwsOrl6wf,1070083706822438912,GovMLG
scamdemic,1385334670842290176,sophieblack2016,wisteria200361,4104,2426,"RT @MOVsDad: Scamdemic!!! Boris, remove all restrictions now, STOP using over-clocked PCR tests, USE Ivermectin or HCQ, with Vitamin C &amp; D…",2021-04-22 20:48:18,0,1,,,2318226699,MOVsDad
scamdemic,1385334544845377536,HappyGreg4,Happy Greg,12,148,"Just a friendly reminded that COVID has the same mortality profile as the flu.

Did we destroy society over the flu? Not that I remember.
#scamdemic #NoMoreLockdowns #FireFordOpenOntario

https://t.co/NPBtx8Vk7h https://t.co/5GKlk3dJ68",2021-04-22 20:47:48,4,2,"scamdemic,NoMoreLockdowns,FireFordOpenOntario",https://t.co/NPBtx8Vk7h,,
scamdemic,1385334392109760517,MarinerSilas,Arrest Bill Gates for Crimes Against Humanity,158,216,@myGP_app Take your scamdemic and shove it. We want our NHS back. https://t.co/KVzMfYHVlE,2021-04-22 20:47:12,1,1,,,950758296595681280,myGP_app
scamdemic,1385334218633404421,wizardoftruth1,reconnect,35,268,"@SethEisenberg2 @RPKReport HOW about using your brain and realizing that the entire scamdemic was a control plan, not some Chinese virus or some conspiracy from China, wise up",2021-04-22 20:46:30,0,0,,,"1351238378684096579,1316406227908194306","SethEisenberg2,RPKReport"
scamdemic,1385333891477778436,Key74Miss,Miss_Keyed-Joy,4,114,@BorisJohnson Convenient catalyst that scamdemic ...,2021-04-22 20:45:12,2,1,,,3131144855,BorisJohnson
scamdemic,1385333494277099523,TeacherSmith60,BD Smith,1797,5007,RT @TomthunkitsMind: COVID SCAMDEMIC https://t.co/cREDkBW8AW,2021-04-22 20:43:37,0,2,,,289118612,TomthunkitsMind
scamdemic,1385333398281936897,JoshingU69,🇨🇦End Game🇺🇸,1697,3525,@AlessaAndreadis He's been bailed out by the Rothschilds. His daughter dated one. His daughter now with Kushner. Trump pardoned Charlie Kushner. Didn't pardon Snowden/Assange. Epstein 'died' under his watch. He bypassed all regulations for Gates 💉. He went along with the Scamdemic. Need more?,2021-04-22 20:43:15,1,0,,,786537051852148742,AlessaAndreadis
scamdemic,1385332013998166017,gallandguile,quinn,433,293,Three of my non-mutual follows are engaged in Warren Beatty movie marathons and this is better proof that that the Bill Gates Scamdemic VaKKKxxxine microchips are malfunctioning than anything Naomi Wolf has put out,2021-04-22 20:37:45,0,0,,,,
scamdemic,1385331965210017799,jack59072777,jack,27,45,RT @JackMorris1867: @bd3g @jiffpants @BLNewsMedia @anthonyfurey @randyhillier @erdocAA @HighWireTalk They are being paid a lot of money to…,2021-04-22 20:37:33,0,1,,,"1238816556609650692,40652652,161100789,1292179590702653440,105284185,23540244,1078322076,851985789072408576","JackMorris1867,bd3g,jiffpants,BLNewsMedia,anthonyfurey,randyhillier,erdocAA,HighWireTalk"
scamdemic,1385331528083853312,noMasknoShot,🍀HectorMalot 💚,95,164,"RT @SPABG2: “Safe &amp; Effective” Vaccine...

#CovidVaccine #Covid #Covid19 #CoronaVirus #OsyOp #Scamdemic https://t.co/kXUEBzLooc",2021-04-22 20:35:49,0,0,"CovidVaccine,Covid,Covid19,CoronaVirus,OsyOp,Scamdemic",,69186551,SPABG2
scamdemic,1385330548864954372,MiaHarper007,Mia Harper,1787,1317,@JamesMelville There's CONVid 19 and yes this is a scamdemic. If you check out UK Column they have done all the research about how the govt is hoodwinking the public. I see so many gullibe people's comments below and I'm stunned you've all been taken in by the biggest monumental hoax in history,2021-04-22 20:31:55,0,0,,,20675681,JamesMelville
scamdemic,1385330468678250501,Zombie_Land21,Стейси Любитель животных 🐱🦎🐰,4030,3880,Sitting here tonight thinking how tiered &amp; bored of this corrupt bullshit. If you dont see me posting much on the scamdemic anymore its not I've given up but im bored of it &amp; want to share normal stuff &amp; sarcasm! The more we all bang on about it the more it continues,2021-04-22 20:31:36,8,1,,,,
scamdemic,1385330197080199170,tims50ave_tim,Tim Allen,1430,1589,"@AgreeT0D1sagree The Scamdemic has run out of steam, so in an attempt to maintain the level of unprecedented control they currently enjoy, they need a different bogey to keep the squeeze going.",2021-04-22 20:30:31,1,0,,,1247812991656980481,AgreeT0D1sagree
scamdemic,1385328124959682561,livelovethinkex,Simply Mark - Gab: @SimplyMark,40039,42645,"@sprintcat9 The #Scamdemic and rush to move from urban centers to suburban homes did it...
https://t.co/VsTnPujUPr",2021-04-22 20:22:17,0,0,Scamdemic,https://t.co/VsTnPujUPr,1548163988,sprintcat9
scamdemic,1385325641088786434,GiletGirl,GiletGirl,1157,1721,RT @meganne121: Register free for this event if you want to hear the truth. These brave speakers will be seen to have been on the right sid…,2021-04-22 20:12:25,0,1,,,130568721,meganne121
scamdemic,1385324930556960768,Photogirl04,🌸🙂Jaybird🙂🌸,1299,1722,That pesky green agenda/great reset/scamdemic is ahappenin’ #NoNewNormal #EnoughIsEnough https://t.co/lABFSmqCBM,2021-04-22 20:09:36,1,0,"NoNewNormal,EnoughIsEnough",https://t.co/lABFSmqCBM,,
scamdemic,1385324078303744000,JoeKell83163183,Joe Kelly,5,49,"@Niall_Boylan Your part of the nonsense @Niall_Boylan entering the nonsense 

Will you expose the SCAMDEMIC if you call yourself a journalist",2021-04-22 20:06:13,1,0,,,"298225776,298225776","Niall_Boylan,Niall_Boylan"
scamdemic,1385323868701741056,TomthunkitsMind,Tomthunkit™,74962,71361,COVID SCAMDEMIC https://t.co/cREDkBW8AW,2021-04-22 20:05:23,5,2,,,,
scamdemic,1385323701131005957,gazArty146,Gaz,2083,1957,All those in the hospitality business ban all MPs who have partaken in the scamdemic and ruining your businesses ban them from your hotels.,2021-04-22 20:04:43,0,0,,,,
scamdemic,1385323434633277442,CazCaz01,Yorkshire Rose 🌹🌹🌹,16,187,"@BritainFree @garethicke Control passports, I cant believe how, only a year ago, I used to laugh at conspiracy theorists, it's amazing how right they have been all throughout this scamdemic. No Control passport for me thanks.",2021-04-22 20:03:39,9,2,,,"1271353368095621120,34236531","BritainFree,garethicke"
scamdemic,1385323375761846275,LadyBret,Lady Bret,5855,4942,"RT @DanielScoland: Just wake up already , we'll win in the end as always ... just i wish we could save more ppl from consented euthanasia !…",2021-04-22 20:03:25,0,3,,,42464973,DanielScoland
scamdemic,1385323160292057089,critic_modest,modest critic,40,185,In Navajo Nation land. Lots of abandoned businesses and homes. Very sad seen. But what is weird is these huge building size posters are placed on those leftover buildings. Huge amount of $$$ spent for scamdemic instead improvements. Who paid for these ??? https://t.co/2gO8jG9LOQ,2021-04-22 20:02:34,0,0,,,,
scamdemic,1385323104163880960,Christycracker1,christycrackers,276,580,"RT @BrendanDMurphy1: 🧠 Humanity has been given a year long lesson in the dark side of conformity, obedience, and credulity.

Finally people…",2021-04-22 20:02:20,0,1,,,585198794,BrendanDMurphy1
scamdemic,1385323030604357637,KramerKarma1,KramerKarma,31,62,@erinotoole Nope it's a scamdemic. Global population booming be a leader not a follower.,2021-04-22 20:02:03,0,0,,,296553576,erinotoole
scamdemic,1385322844658282500,mtumzuri,mtumzuri,2800,2873,"RT @JordanMarie_23: @KDVR However did the rest of the world survive the #scamdemic with no masks, vaccine or clean water in some countries…",2021-04-22 20:01:18,0,1,scamdemic,,"1201262434612199424,18777618","JordanMarie_23,KDVR"
scamdemic,1385322655356760067,Biedaboo,J,3760,3591,RT @in_salf: Who's life plans were not destroyed by this #scamdemic ?,2021-04-22 20:00:33,0,1,scamdemic,,1294305149163311106,in_salf
scamdemic,1385322580547149828,NZambra43,NZambra,50,243,"I only listen to classical music or 80s music.

Classical when I'm severely down (which is almost always), c.f. Handel - Sarabande.

80s when I wish this country to be what it was, and could still be, were it not for scamdemic, climate fraud and BBC.

https://t.co/HFRyiwxBW9",2021-04-22 20:00:15,0,0,,https://t.co/HFRyiwxBW9,,
scamdemic,1385322350216765440,Trumpbookusaco2,Trumpbookusa.com,664,950,SCAMDEMIC? Free Speech Here Don’t let Facistbook Twitter Google steal your Freedom of Speech! https://t.co/U7qL4hOQBN Trump Won 2020 “Rigged” Election in a landslide! Everyone knows Biden didn’t get the votes! China Derp State Democrats Cheated Stopped Counting Votes Trump Won! https://t.co/otoVtRvfa0,2021-04-22 19:59:20,0,0,,"https://t.co/U7qL4hOQBN,https://t.co/otoVtRvfa0",,
scamdemic,1385321654344159240,in_salf,VliegInDieSalf,1250,2950,Who's life plans were not destroyed by this #scamdemic ?,2021-04-22 19:56:35,3,1,scamdemic,,,
scamdemic,1385321588246069249,meganne121,Anne M #JustSayNo,7134,4765,"Register free for this event if you want to hear the truth. These brave speakers will be seen to have been on the right side of history when the books on this catastrophe are done
#Scamdemic 
https://t.co/xy0ciOSoxd",2021-04-22 19:56:19,0,1,Scamdemic,https://t.co/xy0ciOSoxd,,
scamdemic,1385321377352196096,goldenrule47,The Golden Rule - Now Pass the Minimum Wage 😎,1286,4376,"RT @TomthunkitsMind: COVID SCAMDEMIC
01 https://t.co/QG1gyulkui",2021-04-22 19:55:29,0,2,,,289118612,TomthunkitsMind
scamdemic,1385321066684239875,orgoniteman,911 now convid1984 another psyops,155,105,"@KismetandHope @TSeeker1976 I remember being called thick for exposing scamdemic on Twitter when casedemic scam fraud began last year. Tweets would disappear, blocking would happen. Good times.🤣",2021-04-22 19:54:14,1,0,,,"1302327979595497472,1336070639799717891","KismetandHope,TSeeker1976"
scamdemic,1385320705684824071,DanielScoland,DanielScoland,1766,722,"'Know your Rights and exercise them'.
https://t.co/jMKmMsDk77

#truth  #NoVaccinePassport #nwo #scamdemic #plandemic #NoVaccinePassports #hoax #psyop #maskOFF #freedom #NWO #Agenda21 #mindcontrol #MSM #tyrany #medicalgenocide #vaccine",2021-04-22 19:52:48,2,0,"truth,NoVaccinePassport,nwo,scamdemic,plandemic,NoVaccinePassports,hoax,psyop,maskOFF,freedom,NWO,Agenda21,mindcontrol,MSM,tyrany,medicalgenocide,vaccine",https://t.co/jMKmMsDk77,,
scamdemic,1385320173419237379,DanielScoland,DanielScoland,1766,722,"I’m actually lost for words at the level of stupidity human beings can reach 🤦‍♂️
 #NoVaccinePassport #nwo #scamdemic #plandemic #NoVaccinePassports #hoax #psyop #maskOFF #freedom #NWO #Agenda21 #mindcontrol #MSM #tyrany #medicalgenocide #vaccine #truth https://t.co/fcrl7ZvrqU",2021-04-22 19:50:42,3,1,"NoVaccinePassport,nwo,scamdemic,plandemic,NoVaccinePassports,hoax,psyop,maskOFF,freedom,NWO,Agenda21,mindcontrol,MSM,tyrany,medicalgenocide,vaccine,truth",,,
scamdemic,1385320101751267329,TomthunkitsMind,Tomthunkit™,74962,71361,"COVID SCAMDEMIC
01 https://t.co/QG1gyulkui",2021-04-22 19:50:24,7,2,,,,
scamdemic,1385318933457252352,BeerLeagueButy,L⭐️A⭐️K⭐️E,190,391,"@bennyjohnson Wrong, it’s not every parent in America or the children would NOT be wearing masks.  Every parent in America needs to get on her level.  In fact, every parent in America should take a stand and stop putting their children in masks.  IMMEDIATELY. #Scamdemic #StandUpForTheKids",2021-04-22 19:45:46,0,0,"Scamdemic,StandUpForTheKids",,15212187,bennyjohnson
scamdemic,1385318898136932352,StarfieldSteve,Steve Starfield,16,90,"@CPHO_Canada Your SCAMDEMIC is starting to get lots of holes in it......... more people are waking up, so soon you can be held accountable for your CRIMES AGAINST HUMANITY!",2021-04-22 19:45:37,0,0,,,2314087860,CPHO_Canada
scamdemic,1385317650159505410,WksAntiLockdown,Warwickshire Against Lockdown,225,118,"I wonder if Brother Dave and his pals can join the dots yet, that the 'Covid' scam has been used as a ruse to run-down NHS treatment, prior to Trusts being sold off, in certain cases to Big Pharma with a ready-made market of 'vaccine' junkies?  #Scamdemic. https://t.co/Zf0UF0IGgz",2021-04-22 19:40:40,0,0,Scamdemic,https://t.co/Zf0UF0IGgz,,
scamdemic,1385317251008577539,UlsterLion,Irish Lion,926,1336,"A good idea would be to cut TD salaries down to €500 a week like the average Joe have been forced to do due to the scamdemic. Then I would give your over bloated salaries to the homeless to get them a house, food, new clothes and even a job. Now how do you like that? https://t.co/eYzXcKOOKb",2021-04-22 19:39:05,2,0,,https://t.co/eYzXcKOOKb,,
scamdemic,1385316448902520839,pablopoopscabar,$tud,16,267,"RT @AnAbsoluteFreak: If you believe in the scamdemic and that the flu disappeared 

And ur getting the shots and Shit

I’m not listening to…",2021-04-22 19:35:54,0,40,,,1262951834412560384,AnAbsoluteFreak
scamdemic,1385316430120464391,miss_anthrop75,Miss Anthropist 2.0 🌸 #KBF,3739,880,"@dave90224384 @janey20641686 The scamdemic is like a bad sequel, poorly scripted and starring the poorest Hollywood B listers.",2021-04-22 19:35:49,1,0,,,"1341756524113383425,1298769595034218498","dave90224384,janey20641686"
scamdemic,1385316222787411968,realfranmarion,Official Fact Checker Francis Marion 🐸,826,959,The truth is the political class doesn't give a shit about our children. They just want them depressed and indoctrinated. #Scamdemic #Covid19 https://t.co/EZARxLgul3,2021-04-22 19:35:00,3,1,"Scamdemic,Covid19",https://t.co/EZARxLgul3,,
scamdemic,1385316178785091597,Chancine,Marie C.,1555,3399,"RT @KidKool4U: Tax deductible ""grants"" my ass! 😠👎

#BillGatesBioTerrorist #Scamdemic #LockHimUp https://t.co/D8S0DHWOA4",2021-04-22 19:34:49,0,11,"BillGatesBioTerrorist,Scamdemic,LockHimUp",,2827135812,KidKool4U
scamdemic,1385314956896182273,Michell88049691,ginandtonic🍸,502,453,"Dear Conspiracy Theorists, 

Please stop thinking of new conspiracies as so far most of the covid-related ones have become fact. 

Thanks. #covid19 #scamdemic #Government #lies",2021-04-22 19:29:58,0,0,"covid19,scamdemic,Government,lies",,,
scamdemic,1385314795641982977,SterlingRoss15,Sterling Ross,34,476,"LIES, AND THE LYING LIARS WHO TELL THEM:
1. POLITICIANS 
2. CBC/CTV/GLOBAL MEDIA 
3. CDC, WHO, AND FAUCI
4. MARXIST UNIVERSITY PROFESSORS
5. BILLIONAIRE OLIGARCHS AND BANKER ROBBER BARONS. 
ALL ARE PART OF THE GLOBAL RESET SCAMDEMIC AGENDA. SCUM OF THE EARTH. ALL OF THEM.",2021-04-22 19:29:19,0,0,,,,
scamdemic,1385314684455342082,psyopsting,Redemption,29,219,@EdMarkey Climate change is a hoax. They want to enslave and control you. Just like scamdemic mind virus,2021-04-22 19:28:53,2,1,,,1129029661,EdMarkey
scamdemic,1385314015849627650,BoyceM141,Mark Boyce,50,168,@dupui @Dr_Drekkle 'nightingale hospitals' dismantled in the UK... Never used! Scamdemic rolls on.,2021-04-22 19:26:13,1,0,,,"26658853,156603711","dupui,Dr_Drekkle"
scamdemic,1385313885176188932,Hayley_2021,Hayley B,3270,190,@nderssonD Because there was never a pandemic just a scamdemic,2021-04-22 19:25:42,4,0,,,1213801799167033346,nderssonD
scamdemic,1385312232981008385,foolsglobe,saltybear!!,88,267,"@RRichardsonyt Well last year b4 the plandemic scamdemic i said TA! As I got off the bus!! Where I’m from ta! Is thank you! And I was in the town where I was born!! .
Driver said wtf is that supposed to mean!.
That’s a Cardiff bus driver for you! Rude as you get! And aim for cyclists! Tossers!",2021-04-22 19:19:08,0,0,,,1217463760966823936,RRichardsonyt
scamdemic,1385312112797536256,Got_Woke,Crypto is life changing!!!!,62,477,"@AnaKasparian Yeah, like ones whose only job is to research and inform the public, and unless something has changed recently, has done no research on this scamdemic, efficacy of mask wearing, and is willing to believe and obey agencies with agendas that have proven liars since inception.",2021-04-22 19:18:40,0,0,,,23865382,AnaKasparian
scamdemic,1385311144760463360,madeulookcouk,Brian,3885,3703,"Just switched @BBCDragonsDen off ,love this show but FFS a plastic panel in the lift for what ?..Wont be watching this again untill scamdemic is over!!!",2021-04-22 19:14:49,2,0,,,133676100,BBCDragonsDen
scamdemic,1385310928145686531,lornac899011,LC,112,78,Scamdemic staged https://t.co/BKkRWNUQv8,2021-04-22 19:13:57,0,0,,https://t.co/BKkRWNUQv8,,
