,topic,id,username,name,user_followers_count,user_friends_count,text,created_at,favorite_count,retweet_count,hashtags,mentioned_urls,mentioned_user_ids,mentioned_user_names
1156,Coronavirus,1384903384214409216,salimkaskar3,Salim Kaskar INC,10045,900,"RT @INCIndia: India declared the coronavirus pandemic to be a “disaster” on March 14, 2020. Ten days later, over a billion people were put…",2021-04-21 16:14:31,0,31,,,1153045459,INCIndia
1157,Coronavirus,1384903383614697472,sunmanpatu,Caprise Scott @mobilepotency - instagram,2328,3134,RT @StuartLWallace: Financial markets around the world are waking up to the risks of another coronavirus flare-up https://t.co/HTSK0wX5S0 h…,2021-04-21 16:14:31,0,32,,https://t.co/HTSK0wX5S0,2531942016,StuartLWallace
1158,Coronavirus,1384903381341380610,KathleenMarrio4,Kathleen Marriott,379,428,"RT @indianz: *** STARTING SOON ***

Please join Navajo Nation President Jonathan Nez @NNPrezNez and Vice President Myron Lizer @NNVP_Lizer…",2021-04-21 16:14:31,0,4,,,"14336609,706126450861019136,1086282853116067841","indianz,NNPrezNez,NNVP_Lizer"
1159,Coronavirus,1384903376484421640,careforumwales,Care Forum Wales,2750,925,This is fabulous - whole programme here if you missed it https://t.co/FiXbB7RTLj https://t.co/O5GDr9l4PE,2021-04-21 16:14:29,0,0,,"https://t.co/FiXbB7RTLj,https://t.co/O5GDr9l4PE",,
1160,Coronavirus,1384903371929358336,NARAYANRAO12,NARAYAN RAO,570,132,"@murali_iygr @JanusBlinked What happened to this ?

https://t.co/I9tDsyJMh2",2021-04-21 16:14:28,0,0,,https://t.co/I9tDsyJMh2,"4238755353,1272644600","murali_iygr,JanusBlinked"
1161,Coronavirus,1384903363809132549,johndelancie,John de Lancie,87422,37,Get the shot you can get when you can get it. https://t.co/5Zvpnbyt0t #COVID19 #coronavirus #vaccine #getyourshot #AstraZeneca #JohnsonAndJohnson #pfizer #moderna https://t.co/JPY2lOqF9D,2021-04-21 16:14:26,38,7,"COVID19,coronavirus,vaccine,getyourshot,AstraZeneca,JohnsonAndJohnson,pfizer,moderna",https://t.co/5Zvpnbyt0t,,
1162,Coronavirus,1384903362857127939,petrograd15,petrograd,35,90,"RT @annmcnam: Irish press and politicians keep twisting this: its vaccine, recovery, or -pcr test. It’s not JUST vaccinated people. 

Coron…",2021-04-21 16:14:26,0,4,,,893571681524088832,annmcnam
1163,Coronavirus,1384903361611407362,SailajaVenki,Sailaja,173,346,RT @TheOnlyRampart1: $XSPA Coronavirus latest: France to impose quarantine on travelers from India https://t.co/UzDa6qvkMh,2021-04-21 16:14:26,0,1,,https://t.co/UzDa6qvkMh,837230593,TheOnlyRampart1
1164,Coronavirus,1384903361162616838,isobeljourno,Isobel Frodsham,2293,2656,"NEW: Surge testing deployed in Birmingham after a case of the South African variant of coronavirus was confirmed, DHSC has said. Additional testing will take place in Alum Rock, Glebe Farm and Tile Cross wards in Birmingham. This is not linked to the previous case in Sandwell.",2021-04-21 16:14:26,0,1,,,,
1165,Coronavirus,1384903360625659915,sanjoyr03,Sanjoy Roy,1839,420,Who should be blamed for #coronavirus 2nd wave?,2021-04-21 16:14:26,0,0,coronavirus,,,
1166,Coronavirus,1384903360487243776,Debbiflack,Debbi Flack Independent Scentsy Consultant,30,245,"RT @NHSuk: Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Book a test:

🌐 Visit https://t…",2021-04-21 16:14:26,0,94,,,10215212,NHSuk
1167,Coronavirus,1384903357165309961,IndiaToday,IndiaToday,5602428,250,"""More kids are being diagnosed with the #COVID19 and symptoms are harsh and different. However, it is not that fatal"": Prof. Anupam Sibal, Group Medical Director and Senior Pediatrician, Apollo Hospitals Group

#COVID19 #Coronavirus #NewsToday | @sardesairajdeep https://t.co/OCo5lx2tpd",2021-04-21 16:14:25,3,3,"COVID19,COVID19,Coronavirus,NewsToday",,56304605,sardesairajdeep
1168,Coronavirus,1384903356691501057,AtienzaElias,Elias Atienza,702,672,RT @kaitlancollins: The FDA released a scathing inspection report that cites multiple failures at the Emergent BioSolutions manufacturing p…,2021-04-21 16:14:25,0,121,,,180107694,kaitlancollins
1169,Coronavirus,1384903348189552642,prt3lligence,"jazzy pizzle, M.D.",719,491,"If you’re 16+ in the Detroit area and want a vaccine, come get one a Henry Ford site! You don’t need a Henry Ford doctor! Go to https://t.co/LQUdaduSOM and schedule an appointment! Get stabbed and save some lives!",2021-04-21 16:14:23,0,0,,https://t.co/LQUdaduSOM,,
1170,Coronavirus,1384903347921108993,ImManojBhardwaj,Manoj Bhardwaj 🇮🇳,137,150,"@VijayGoelBJP Jankalyan is nt in the dictionary of @narendramodi
He's just fooling 🇮🇳
This is the reality of #COVID deaths.
@Swamy39
#बंगाल_चुनाव
#कुंभ_मेला 
#कोरोना_काल_देश_बेहाल
#ModiResignOrRepeal
#ModiResign
 @narendramodi 
#CoronaSecondWave #CoronaPandemic 
#ModiMustResign 
#coronavirus https://t.co/XNkBA262Zy",2021-04-21 16:14:23,0,0,"COVID,बंगाल_चुनाव,कुंभ_मेला,कोरोना_काल_देश_बेहाल,ModiResignOrRepeal,ModiResign,CoronaSecondWave,CoronaPandemic,ModiMustResign,coronavirus",,"459849561,18839785,60937837,18839785","VijayGoelBJP,narendramodi,Swamy39,narendramodi"
1171,Coronavirus,1384903342133071875,LisaToddSutton,LTS📢 Biden Harris,13761,14145,"Covid-19 News: Live Updates on Global Cases, Vaccine and Variants - The New York Times - https://t.co/a7z9pL4BWa",2021-04-21 16:14:21,0,0,,https://t.co/a7z9pL4BWa,,
1172,Coronavirus,1384903341684236289,lizcook,LizC,316,1450,RT @DenverChannel: There are still thousands of appointments available for today and tomorrow at the mass vaccine clinics in Larimer County…,2021-04-21 16:14:21,0,1,,,8731312,DenverChannel
1173,Coronavirus,1384903340610498561,ImmunizeCa,CA IZ Coalition,2123,1083,"You waited your turn, got your vaccine, now sign up for V-safe After Vaccination Health Checker https://t.co/smSkyTg9Wy via @CDCgov @CAPublicHealth #ThisIsOurShot",2021-04-21 16:14:21,0,0,ThisIsOurShot,https://t.co/smSkyTg9Wy,"146569971,33934492","CDCgov,CAPublicHealth"
1174,Coronavirus,1384903339746467840,Bronxcb5,Bronx Community Board 5,109,18,RT @nycHealthy: Don't forget: New Yorkers age 50 and older can now get vaccinated without an appointment at select sites! Bringing a friend…,2021-04-21 16:14:21,0,10,,,17997467,nycHealthy
1175,Coronavirus,1384903339075411968,SoumitraKBanik,Soumitra Kansabanik,16,74,"RT @timesofindia: Tracking #Covid19 

Live updates: https://t.co/IayK7lC8Sj https://t.co/b6lJE3ymJQ",2021-04-21 16:14:20,0,4,Covid19,https://t.co/IayK7lC8Sj,134758540,timesofindia
1176,Coronavirus,1384903337208864772,DrTeePhD,Tina,595,1461,"RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report · Wednesday 21st April.

2,396 new cases (people positive) reported,…",2021-04-21 16:14:20,0,105,,,1242887487313391616,UKCovid19Stats
1177,Coronavirus,1384903330560888833,RichSweene1,Rich Sweeney,348,395,"This is sooner than I expected
https://t.co/d6k5vmC5eT",2021-04-21 16:14:18,0,0,,https://t.co/d6k5vmC5eT,,
1178,Coronavirus,1384903329680134146,r7dyp,人生ぬるい人,37,131,"RT @business: Modi's mishandling of the coronavirus pandemic has finally caught up to him and the country is paying the price, says Pankaj…",2021-04-21 16:14:18,0,45,,,34713362,business
1179,Coronavirus,1384903329608765441,SameerGojwari,سمیر گوجواری,1263,730,"RT @nagma_morarji: Coronavirus LIVE Updates: Wake up to reality, Delhi HC slams Centre over oxygen shortage across India https://t.co/iv4Jd…",2021-04-21 16:14:18,0,6,,,576348125,nagma_morarji
1180,Coronavirus,1384903328946167817,kyleurb,Kyle Urbashich,337,1069,RT @kaitlancollins: The FDA released a scathing inspection report that cites multiple failures at the Emergent BioSolutions manufacturing p…,2021-04-21 16:14:18,0,121,,,180107694,kaitlancollins
1181,Coronavirus,1384903328493150210,Ukjpukjpukjp,UK 🇮🇳,169,941,RT @abdullah_0mar: Hello sir @manojsinha_ .. My parents has 3000 sq foot vacant plot in Jammu city. They are ready to give to govt for any…,2021-04-21 16:14:18,0,17,,,"552842384,2427057066","abdullah_0mar,manojsinha_"
1182,Coronavirus,1384903327658528775,99nole,Ben Nelson,731,1510,RT @kaitlancollins: The FDA released a scathing inspection report that cites multiple failures at the Emergent BioSolutions manufacturing p…,2021-04-21 16:14:18,0,121,,,180107694,kaitlancollins
1183,Coronavirus,1384903326488276993,jmbostic1,JM Bostic 🌊,2530,2586,"RT @Stop_Trump20: I have no choice but to ask for your help. I have no one else...

👉Help here https://t.co/O2EucNLePD

My company got shut…",2021-04-21 16:14:17,0,3,,https://t.co/O2EucNLePD,3334843313,Stop_Trump20
1184,Coronavirus,1384903317021675520,_funtoosh_,duniya gayi tel lene,569,1012,RT @mvadera: DELHI  : FABIFLU &amp; TOCILIZUMAB - available at the below mentioned venues. This is a fully verified and vetted source up until…,2021-04-21 16:14:15,0,4,,,284933876,mvadera
1185,Coronavirus,1384903315755044864,AndrewSparrow,AndrewSparrow,79855,1331,"@imran_1 Thanks. You are right, and it was - Update here - https://t.co/CRFR8pkjfj",2021-04-21 16:14:15,0,0,,https://t.co/CRFR8pkjfj,44903582,imran_1
1186,Coronavirus,1384903312940670976,CovidTweet,CoronavirusBot,513,2,"🌍 Worldwide Coronavirus Statistics
Confirmed Cases: 143,889,264 (+345,083)
Recovered: 122,429,612
Deaths: 3,062,682 (+5,701)

🗽 United States Statistics:
Confirmed Cases: 32,545,506 (+9,036)
Recovered: 25,106,084
Deaths: 582,599 (+143)

#coronavirus #corona #covid19 https://t.co/SDjaCOIspx",2021-04-21 16:14:14,0,0,"coronavirus,corona,covid19",,,
1187,Coronavirus,1384903310235381761,XJEI,Jei KUBASU,718,535,"RT @LivEchonews: Please think twice before handing over bank details online

https://t.co/RbOtoyKIB3",2021-04-21 16:14:14,0,1,,https://t.co/RbOtoyKIB3,26507585,LivEchonews
1188,Coronavirus,1384903308155002884,OnCubaNews,OnCubaNews,4192,93,"Cuba reports nine deaths and 1,006 coronavirus infections this Tuesday. With these deaths, there are 547 fatalities from the pandemic in 13 months; 122 have been in April.

https://t.co/Kwuc1vE7YB",2021-04-21 16:14:13,0,0,,https://t.co/Kwuc1vE7YB,,
1189,Coronavirus,1384903306838003719,Mari8aGarza,Mari Garza,365,1498,RT @maringov: Tired of searching for an online #COVID19 vaccine appointment? Good news: @MarinHHS and community partners have joined forces…,2021-04-21 16:14:13,0,4,COVID19,,"38295621,596771292","maringov,MarinHHS"
1190,Coronavirus,1384903304988200961,DrAbhishekINC,Dr. Abhishek Anand,1261,1130,"RT @Iamarfat9: Yesterday, she slammed at people who were feeling depressed about the coronavirus. She called them ""fools"" and asked ""who ca…",2021-04-21 16:14:12,0,66,,,1206085851807129601,Iamarfat9
1191,Coronavirus,1384903304564576257,zwinst,Zach Winston,682,1448,RT @ddiamond: Fascinating White House effort to boost vaccination drive by providing new incentives to get shots. by @WaPoSean @isaacstanbe…,2021-04-21 16:14:12,0,8,,,"16868756,169586280","ddiamond,WaPoSean"
1192,Coronavirus,1384903298763866114,FOX47News,FOX 47 News,14105,2959,Lansing Urgent Care is currently offering the Pfizer COVID-19 vaccine at their 8 locations. https://t.co/wo0DTudG34,2021-04-21 16:14:11,0,0,,https://t.co/wo0DTudG34,,
1193,Coronavirus,1384903296817717248,imjeganG,Jegan Ganeshan,748,190,"155 more COVID-19 cases detected, bringing the total number of patients reported today to 516. Total coronavirus infections rise to 97,988.",2021-04-21 16:14:10,0,0,,,,
1194,Coronavirus,1384903295622340609,Briannaehley,Brianna Ehley Allen,8472,5008,RT @ddiamond: Fascinating White House effort to boost vaccination drive by providing new incentives to get shots. by @WaPoSean @isaacstanbe…,2021-04-21 16:14:10,0,8,,,"16868756,169586280","ddiamond,WaPoSean"
1195,Coronavirus,1384903293902675969,Geomacl,Geomac,473,196,"RT @AgentP22: Sturgeon &amp; Freeman should be facing a criminal investigation, not just a public inquiry.

https://t.co/9HVOD2WtUL",2021-04-21 16:14:10,0,17,,https://t.co/9HVOD2WtUL,835608547,AgentP22
1196,Coronavirus,1384903288785625088,HPTSingh79,harpreet singh,1617,1076,RT @sharmanagendar: Heroes of Covid: Know the 3 youth leaders helping thousands battle the crisis https://t.co/Ge807XpjVW via @indiatoday,2021-04-21 16:14:08,0,210,,https://t.co/Ge807XpjVW,"66932802,19897138","sharmanagendar,IndiaToday"
1197,Coronavirus,1384903287082819584,StevoB01,StevenB,80,196,"RT @Reuters: Indian authorities scrambled to shore up supplies of medical oxygen to hospitals in the capital, Delhi, as a fast-spreading se…",2021-04-21 16:14:08,0,41,,,1652541,Reuters
1198,Coronavirus,1384903286470451202,able1954,able1954,3199,3383,"RT @Stop_Trump20: I have no choice but to ask for your help. I have no one else...

👉Help here https://t.co/O2EucNLePD

My company got shut…",2021-04-21 16:14:08,0,3,,https://t.co/O2EucNLePD,3334843313,Stop_Trump20
1199,Coronavirus,1384903285937774592,snovalleysports,SVSJ-Rhett Workman,667,608,"RT @AspenInstSports: Last year, we asked if COVID-19 would spell the end of the youth sports megacomplex boom. We want to know: Are megacom…",2021-04-21 16:14:08,0,1,,,1311880668,AspenInstSports
1200,Coronavirus,1384903282703863813,ingare_rev,INGARE 🎮,6799,1888,"RT @bakshiharsh55: Fight Corona VR https://t.co/nph73v1IRe Available 4. 
#ue4 #UnrealEngine #indiedev #gamer #IndieGameDev #indiegames #CHV…",2021-04-21 16:14:07,0,4,"ue4,UnrealEngine,indiedev,gamer,IndieGameDev,indiegames",https://t.co/nph73v1IRe,2170068744,bakshiharsh55
1201,Coronavirus,1384903271362535428,stephela,Steph ✍🏻,567,519,RT @donatopmancini: Scoop: The US government has “leverage” to compel companies to share key technologies to increase global access to coro…,2021-04-21 16:14:04,0,46,,,11414212,donatopmancini
1202,Coronavirus,1384903264630714372,Travellinkslive,Travel Links,673,1209,"Maharashtra CM likely to impose lockdown today - https://t.co/kHA0QZu4fG 
_______________________________________________________________
#maharashtralockdown #Maharastra #MaharashtraGovernment #COVID19 #COVIDEmergency #COVIDSecondWaveInIndia #COVID #coronavirus #Corona #lockdown",2021-04-21 16:14:03,0,0,"maharashtralockdown,Maharastra,MaharashtraGovernment,COVID19,COVIDEmergency,COVIDSecondWaveInIndia,COVID,coronavirus,Corona,lockdown",https://t.co/kHA0QZu4fG,,
1203,Coronavirus,1384903258301517828,abhiksengupta,Abhik Sengupta,215,258,"RT @JagmeetS13: Of course, the list of good samaritans on Twitter doesn't end here. There are many others who should be appreciated for ass…",2021-04-21 16:14:01,0,1,,,1395426054,JagmeetS13
1204,Coronavirus,1384903258100183042,ConnieMiracle2,Connie Miracle,797,624,"RT @StopTheCriminal: Trump administration awarded a firm $1.3 billion to make Covid vaccine syringes. ApiJect, which promised 100 mill pre-…",2021-04-21 16:14:01,0,89,,,1209720192189620224,StopTheCriminal
1205,Coronavirus,1384903257030594562,kkatul,Atul Kulkarni Journalist official,3750,134,"#CoronavirusUpdates  #Maharastra 
21-Apr

Positive Pts. (24 hrs) - 67468

Discharged Pts. (24 hrs) - 54985
Total Recovered Pts. - 3268449
Overall Recovery Rate - 81.15%

Total Active Pts. - 695747
#coronavirus  #COVID19  #COVIDIOTS",2021-04-21 16:14:01,1,0,"CoronavirusUpdates,Maharastra,coronavirus,COVID19,COVIDIOTS",,,
1206,Coronavirus,1384903255851999239,aimasters,Arman Masters,564,58,"RT @Tearfund: ‘I have heard many times about church and Christians, but they have shown their love to these strangers,’ said Kumar Singh, t…",2021-04-21 16:14:01,0,2,,,26465800,Tearfund
1207,Coronavirus,1384903255252213761,akansha397,akansha,9,52,"RT @GowharGeelani: “Delhi is dying,” says the @IPL commentator @GautamGambhir while demanding resignation of Delhi CM @ArvindKejriwal. Fair…",2021-04-21 16:14:00,0,260,,,"28219805,15639696,99448420,405427035","GowharGeelani,IPL,GautamGambhir,ArvindKejriwal"
1208,Coronavirus,1384903252735582208,Ant1988,Ant Evans Esq. 💦🧠,4201,4999,"RT @SightCymru: Do you support people who have hearing and/or sight loss? Do you want some tips, hints and advice? Has the Coronavirus pand…",2021-04-21 16:14:00,0,4,,,299565623,SightCymru
1209,Coronavirus,1384903251712258048,sarahc_clayton,Sarah Clayton 💙,85,341,RT @DrEricDing: OXYGEN CRISIS again. More than 20 #COVID19 patients suddenly died after a leak in an Indian hospital oxygen tank stopped th…,2021-04-21 16:14:00,0,205,COVID19,,18831926,DrEricDing
1210,Coronavirus,1384903251577946116,Angela_Biochem,Angela Barnett,314,700,RT @DelthiaRicks: Johnson &amp; Johnson to resume its vaccine rollout in Europe. The EU’s drug regulator said J&amp;J's vax should carry on its lab…,2021-04-21 16:14:00,0,5,,,732787392722182144,DelthiaRicks
1211,Coronavirus,1384903249296248832,YaelOss,Yaël,3699,2780,"Bust a move, Israelis. This is our future! https://t.co/noYJhmCstz",2021-04-21 16:13:59,0,0,,https://t.co/noYJhmCstz,,
1212,Coronavirus,1384903248453251074,SydWeedon,Syd Weedon,10159,8595,"RT @Reuters: Indian authorities scrambled to shore up supplies of medical oxygen to hospitals in the capital, Delhi, as a fast-spreading se…",2021-04-21 16:13:59,0,41,,,1652541,Reuters
1213,Coronavirus,1384903247794774018,BusinessGiftUK,BusinessGiftUK.com,4503,4994,"RT @BBCLancashire: Here are the latest coronavirus infection rates for #Lancashire

Listen live on BBC Sounds:

https://t.co/BKIFOpnCLb htt…",2021-04-21 16:13:59,0,2,Lancashire,https://t.co/BKIFOpnCLb,72795766,BBCLancashire
1214,Coronavirus,1384903244183449602,StevoB01,StevenB,80,196,RT @Independent: Use of ‘stalkerware’ apps that allow abusers to spy on partners soars by 93% in pandemic https://t.co/IAsewCwQK6,2021-04-21 16:13:58,0,6,,https://t.co/IAsewCwQK6,16973333,Independent
1215,Coronavirus,1384903238663671808,platypusprery,prerna♡ (she/they),371,341,RT @mvadera: DELHI  : FABIFLU &amp; TOCILIZUMAB - available at the below mentioned venues. This is a fully verified and vetted source up until…,2021-04-21 16:13:57,0,4,,,284933876,mvadera
1216,Coronavirus,1384903234591002625,yuganOffcial,𝐘𝐮𝐠𝐚𝐧 𝐍𝐚𝐫𝐦𝐚𝐭𝐡𝐚𝐧©️ 🇱🇰,102,170,"Highest number of Covid patients since last 2 months reported in Sri Lanka today.

#LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate #stayhome #CovidAlert https://t.co/VTXJFf6U7l",2021-04-21 16:13:56,0,0,"LKA,SriLanka,COVID19SL,COVID19LK,COVID19,coronavirus,CoronaVirusUpdate,stayhome,CovidAlert",https://t.co/VTXJFf6U7l,,
1217,Coronavirus,1384903223962636296,cireshika1,cireshika🍒,166,378,"RT @dwnews: Journalists in Germany have been repeatedly targeted and attacked, especially at rallies against coronavirus restrictions. 

It…",2021-04-21 16:13:53,0,18,,,6134882,dwnews
1218,Coronavirus,1384903221370662922,thatbrwnboy,just a guy living life,51,77,Coronavirus just revealed how incompetent the BJP governments are.,2021-04-21 16:13:52,0,0,,,,
1219,Coronavirus,1384903219701235712,NamoForever2,Namo Forever,118,126,"RT @JithureddyReddy: The Serum Institute of India (SII) has announced that it will price its Covishield vaccine,

For Centre  - ₹150
For St…",2021-04-21 16:13:52,0,22,,,980714449098063872,JithureddyReddy
1220,Coronavirus,1384903216786251777,wible1,William Bruce Faint,3977,4999,RT @ShaunLintern: So much uncertainty about this. A lot of the modelling was based on far lower uptake of vaccine than what we've seen. But…,2021-04-21 16:13:51,0,2,,,162071541,ShaunLintern
1221,Coronavirus,1384903214382915591,JonatanMustafi,Jonatan Mustafi,25,132,"@MonicaGandhi9 Can we acknowledge here that it’s not in the interests of all regions of the world to focus on coronavirus? I’m thinking mainly of sub-Saharan Africa. Furthermore, that it’s a bit rich to expect them to...",2021-04-21 16:13:51,0,0,,,1255393579507351554,MonicaGandhi9
1222,Coronavirus,1384903207420317702,Unity196,Unity19@,380,1997,RT @abdullah_0mar: Hello sir @manojsinha_ .. My parents has 3000 sq foot vacant plot in Jammu city. They are ready to give to govt for any…,2021-04-21 16:13:49,0,17,,,"552842384,2427057066","abdullah_0mar,manojsinha_"
1223,Coronavirus,1384903205453238277,hkrish_KPS,Hari Krish,360,788,"RT @mohan11487: பேசும் படம் 😡

Picture Speaks Everything 😡
#coronavirus #CoronaVaccine #ModiMadeDisaster #ModiResignOrRepeal #ModiGovtSeNaH…",2021-04-21 16:13:49,0,1,"coronavirus,CoronaVaccine,ModiMadeDisaster,ModiResignOrRepeal",,307818209,mohan11487
1224,Coronavirus,1384903203624529925,Freediver_Doris,Concerned Human Being,4115,5008,"RT @BNODesk: BREAKING: Ventilators fail due to oxygen tank leak at hospital in Indian city of Nashik, killing at least 22 coronavirus patie…",2021-04-21 16:13:48,0,477,,,2985479932,BNODesk
1225,Coronavirus,1384903203045658629,francisobuon,Plato,625,2931,"RT @dwnews: Journalists in Germany have been repeatedly targeted and attacked, especially at rallies against coronavirus restrictions. 

It…",2021-04-21 16:13:48,0,17,,,6134882,dwnews
1226,Coronavirus,1384903200424267776,Mark96245403,Mark,12,102,"RT @sunlorrie: Another spokesperson later clarified, as did the Times, that the company is involved in Operation Warp Speed “as a supplier…",2021-04-21 16:13:47,0,1,,,255340030,sunlorrie
1227,Coronavirus,1384903198838861830,Redpainter1,Red #Vaccinated 💉💉,73336,755,RT @riccimike: Ripken Stadium site opens tomorrow. Pre-register: https://t.co/e3ePl6WFMN @GoVaxMD,2021-04-21 16:13:47,0,1,,https://t.co/e3ePl6WFMN,"75690416,1338606212439552000","riccimike,GoVaxMD"
1228,Coronavirus,1384903197832224772,UMADBRO2587,Randel Owen Matthew (AOC for President in 2024),68,207,"Washington's COVID-19 case rate higher than maskless Texas, but there's a catch https://t.co/yDz19RXHBT",2021-04-21 16:13:47,0,0,,https://t.co/yDz19RXHBT,,
1229,Coronavirus,1384903196674600960,In2TheSunshine2,Waithira M. Protano,1985,1886,"RT @BeachPretzel2: NOT GOOD: 2 in 3 US adults who have not yet received a coronavirus vaccine say they're unlikely to get one, an Axios pol…",2021-04-21 16:13:47,0,10,,,712352983908950016,BeachPretzel2
1230,Coronavirus,1384903193549737993,LennyLLM,Lenny Marlow,1587,5001,RT @ddiamond: Fascinating White House effort to boost vaccination drive by providing new incentives to get shots. by @WaPoSean @isaacstanbe…,2021-04-21 16:13:46,0,8,,,"16868756,169586280","ddiamond,WaPoSean"
1231,Coronavirus,1384903188483035145,EuEthnic,English_Ethnic_EU 🇪🇺 #FBPE #BlackLivesMatter,5375,5972,RT @pernilleru: Nissan Motor Manufacturing UK's annual results to March 2020 (ie mainly before Coronavirus impact) have been published. Tur…,2021-04-21 16:13:45,0,18,,,28328797,pernilleru
1232,Coronavirus,1384903188470452226,UmeshG82,Umesh Gurusiddaiah ,14,146,"RT @DeccanHerald: #DHSpeakOut

Read: https://t.co/loiO7ubUMk

#NarendraModi
#Coronavirus
#COVID19 https://t.co/5HmKSajThR",2021-04-21 16:13:45,0,110,"DHSpeakOut,NarendraModi,Coronavirus,COVID19",https://t.co/loiO7ubUMk,268201193,DeccanHerald
1233,Coronavirus,1384903183261224963,Reshav1996,Reshavरेशवਰੇਸ਼ਵ,127,780,RT @abdullah_0mar: Hello sir @manojsinha_ .. My parents has 3000 sq foot vacant plot in Jammu city. They are ready to give to govt for any…,2021-04-21 16:13:43,0,17,,,"552842384,2427057066","abdullah_0mar,manojsinha_"
1234,Coronavirus,1384903182606864389,iidadschool,Moussa Charafeddine,134,235,RT @CIDIaccess: Our COVID-19 project has been highlighted as a partner in health equity by the CDC. Read more about our project and others…,2021-04-21 16:13:43,0,3,,,85411241,CIDIaccess
1235,Coronavirus,1384903171034726403,EmWankenobi,Em🇵🇷,1203,1808,RT @kaitlancollins: The FDA released a scathing inspection report that cites multiple failures at the Emergent BioSolutions manufacturing p…,2021-04-21 16:13:40,0,121,,,180107694,kaitlancollins
1236,Coronavirus,1384903167750574084,Cthulku,Cthulku,428,451,"RT @MoNscience: TIRED: India's COVID surge is due to a ""double mutant"" variant that has barely been studied.

WIRED: India's COVID surge is…",2021-04-21 16:13:40,0,58,,,381677670,MoNscience
1237,Coronavirus,1384903165775056900,SakshiT00268428,Invincible RUBINA DILAIK,716,680,"RT @fanpage_rubi: Dear GOD , we pray  for all who suffer from the coronavirus.
May those who are infected receive the proper treatment
and…",2021-04-21 16:13:39,0,3,,,1342908380655050754,fanpage_rubi
1238,Coronavirus,1384903157906554883,aldo_chavez,Aldo Chavez,2644,4175,RT @kaitlancollins: The FDA released a scathing inspection report that cites multiple failures at the Emergent BioSolutions manufacturing p…,2021-04-21 16:13:37,0,121,,,180107694,kaitlancollins
1239,Coronavirus,1384903156904218625,Shambhu79094202,Shambhu Sharan Singh,514,1929,RT @AjitsinhJagirda: @NEHA62046040 @surewrap @FireFly53647402 @sureshseshadri1 @nair_hena @KishorTrivedi7 @shytigress @chimnibai @swetamish…,2021-04-21 16:13:37,0,5,,,"1331523428,1265226313905795077,46630207,1336013857949544448,798092068811718656,988997741941424128,794892369875308544,20745059,262623331","AjitsinhJagirda,NEHA62046040,surewrap,FireFly53647402,sureshseshadri1,nair_hena,KishorTrivedi7,shytigress,chimnibai"
1240,Coronavirus,1384903154035200001,scathe,william rusan,613,1628,RT @chicagotribune: How the pandemic produced a surprising silver lining in the fight against homelessness https://t.co/7bkUl4e72c,2021-04-21 16:13:36,0,6,,https://t.co/7bkUl4e72c,7313362,chicagotribune
1241,Coronavirus,1384903152944750593,jill_ament,Jill Ament,1040,3687,"""The fear is that even as some regions race toward broad immunity, others will harbor coronavirus infections that could transform into more dangerous and more contagious variants, which could break through existing vaccinations."" https://t.co/dZT3PJM7Q4",2021-04-21 16:13:36,0,0,,https://t.co/dZT3PJM7Q4,,
1242,Coronavirus,1384903144388321280,1874JJ,John Ewing,293,440,"RT @AgentP22: Sturgeon &amp; Freeman should be facing a criminal investigation, not just a public inquiry.

https://t.co/9HVOD2WtUL",2021-04-21 16:13:34,0,17,,https://t.co/9HVOD2WtUL,835608547,AgentP22
1243,Coronavirus,1384903138038231044,KpGupta00481677,Bankar Gupta,857,1237,"RT @IndianExpress: Coronavirus India Live Updates: 22 Covid patients dead after oxygen tank at Nashik hospital leaks, shutting down supply…",2021-04-21 16:13:33,0,37,,,38647512,IndianExpress
1244,Coronavirus,1384903135634800648,agentgreenglass,Shormistha Mukherjee,2492,875,RT @mvadera: DELHI  : FABIFLU &amp; TOCILIZUMAB - available at the below mentioned venues. This is a fully verified and vetted source up until…,2021-04-21 16:13:32,0,4,,,284933876,mvadera
1245,Coronavirus,1384903134951186438,kazdallas,Karen Davis,962,2659,"RT @wave105radio: NEWS: The UK has recorded another 22 #coronavirus-related deaths. Daily figures show a further 2,396 infections have been…",2021-04-21 16:13:32,0,1,coronavirus,,40761274,wave105radio
1246,Coronavirus,1384903132807839745,cityblimp,Cityblimp,409,2,"🏞️ It's good to take a trip outside, but keep your face covered and the virus will be cast aside! 

😷 It may feel strange at first, but the city recommends covering your mouth and nose because people can spread coronavirus before they even feel sick! https://t.co/xc66WdDU1H",2021-04-21 16:13:31,0,0,,https://t.co/xc66WdDU1H,,
1247,Coronavirus,1384903126893932545,ClancyReports,Jim Clancy,83143,13052,"With most adults now vaccinated, Israelis are busting loose https://t.co/YVNwjxxIdo",2021-04-21 16:13:30,0,0,,https://t.co/YVNwjxxIdo,,
1248,Coronavirus,1384903126164115456,hortensiaframos,Hortensia,326,1136,"RT @ryanstruyk: The United States is now averaging 707 deaths per day from coronavirus, the lowest seven-day average since mid-October, acc…",2021-04-21 16:13:30,0,392,,,309822757,ryanstruyk
